Trade ID;Pfolio Code;type securities;sec name;securities name;type;trade date;settlement date;amount;curr;delete;;system;sec name;SID;remarks;
352979;21BNIS;OS;SILO    ;SILOAM INTERNATIONAL HOSPITALS Tbk                          ;S;15-Nov-23;17-Nov-23;6.361.000.000;IDR;N;              ;CBEST               ;SILO                ;BDMN2BNIS00161      ;DVP SILO                                                                                                      ;
352954;21BNIS;OS;TLKM    ;PT TELKOM INDONESIA (PERSERO) TBK                           ;P;15-Nov-23;17-Nov-23;1.500.000.000;IDR;N;              ;CBEST               ;TLKM                ;BDMN2BNIS00161      ;RVP TLKM                                                                                                      ;
352948;21CDSE;OS;ASII    ;ASTRA INTERNATIONAL TBK                                     ;P;15-Nov-23;17-Nov-23;271.000.000;IDR;N;              ;CBEST               ;ASII                ;BDMN2CDSE00109      ;RVP ASII                                                                                                      ;
352949;21CDSE;OS;ERAA    ;ERA JAYA SWASEMBADA Tbk                                     ;P;15-Nov-23;17-Nov-23;4.061.000.000;IDR;N;              ;CBEST               ;ERAA                ;BDMN2CDSE00109      ;RVP ERAA                                                                                                      ;
352950;21CDSE;OS;INKP    ;INDAH KIAT PULP & PAPER TBK                                 ;P;15-Nov-23;17-Nov-23;170.000.000;IDR;N;              ;CBEST               ;INKP                ;BDMN2CDSE00109      ;RVP INKP                                                                                                      ;
352951;21CDSE;OS;ITMG    ;INDO TAMBANGRAYA MEGAH TBK                                  ;P;15-Nov-23;17-Nov-23;26.000.000;IDR;N;              ;CBEST               ;ITMG                ;BDMN2CDSE00109      ;RVP ITMG                                                                                                      ;
352952;21CDSE;OS;MYOR    ;MAYORA INDAH TBK                                            ;P;15-Nov-23;17-Nov-23;167.000.000;IDR;N;              ;CBEST               ;MYOR                ;BDMN2CDSE00109      ;RVP MYOR                                                                                                      ;
352980;21CDSE;OS;PRDA    ;PRODIA WIDYAHUSADA Tbk PT                                   ;P;15-Nov-23;17-Nov-23;31.000.000;IDR;N;              ;CBEST               ;PRDA                ;BDMN2CDSE00109      ;RVP PRDA                                                                                                      ;
352967;21PEFF;OS;APIC    ;PACIFIC STRATEGIC FINANCIAL Tbk                             ;S;15-Nov-23;17-Nov-23;2.000.000.000;IDR;N;              ;CBEST               ;APIC                ;BDMN2PEFF00166      ;DVP APIC                                                                                                      ;
352968;21PEFF;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;15-Nov-23;17-Nov-23;5.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2PEFF00166      ;DVP CASA                                                                                                      ;
352957;21PEFF;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;15-Nov-23;17-Nov-23;150.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2PEFF00166      ;RVP STAR                                                                                                      ;
352969;21PEOF;OS;BHAT    ;BHAKTI MULTI ARTHA Tbk                                      ;S;15-Nov-23;17-Nov-23;5.000.000.000;IDR;N;              ;CBEST               ;BHAT                ;BDMN2PEOF00103      ;DVP BHAT                                                                                                      ;
352958;21PEOF;OS;CARE    ;CARE                                                        ;P;15-Nov-23;17-Nov-23;20.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PEOF00103      ;RVP CARE                                                                                                      ;
352970;21PEOF;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;15-Nov-23;17-Nov-23;3.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2PEOF00103      ;DVP CASA                                                                                                      ;
352961;21SMUN;OS;BRPT    ;BARITO PACIFIC Tbk                                          ;P;15-Nov-23;17-Nov-23;6.829.000.000;IDR;N;              ;CBEST               ;BRPT                ;BDMN2SMUN00138      ;RVP BRPT                                                                                                      ;
352960;21SMUN;OS;DRMA    ;DHARMA POLIMETAL Tbk PT                                     ;P;15-Nov-23;17-Nov-23;2.317.000.000;IDR;N;              ;CBEST               ;DRMA                ;BDMN2SMUN00138      ;RVP DRMA                                                                                                      ;
352978;21SMUN;OS;UNVR    ;UNILEVER INDONESIA TBK                                      ;S;15-Nov-23;17-Nov-23;1.118.000.000;IDR;N;              ;CBEST               ;UNVR                ;BDMN2SMUN00138      ;DVP UNVR                                                                                                      ;
352972;21VPEF;OS;APIC    ;PACIFIC STRATEGIC FINANCIAL Tbk                             ;S;15-Nov-23;17-Nov-23;6.000.000.000;IDR;N;              ;CBEST               ;APIC                ;BDMN2VPEF00146      ;DVP APIC                                                                                                      ;
352973;21VPEF;OS;BACA    ;BANK CAPITAL INDONESIA TBK                                  ;S;15-Nov-23;17-Nov-23;34.000.000.000;IDR;N;              ;CBEST               ;BACA                ;BDMN2VPEF00146      ;DVP BACA                                                                                                      ;
352974;21VPEF;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;15-Nov-23;17-Nov-23;4.500.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2VPEF00146      ;DVP BOGA                                                                                                      ;
352975;21VPEF;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;15-Nov-23;17-Nov-23;14.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2VPEF00146      ;DVP CASA                                                                                                      ;
352962;22MAMS;OS;INCO    ;VALE INDONESIA TBK                                          ;P;15-Nov-23;17-Nov-23;143.000.000;IDR;N;              ;CBEST               ;INCO                ;BDMN2MAMS00101      ;RVP INCO                                                                                                      ;
352976;22MAMS;OS;INTP    ;INDOCEMENT TUNGGAL PRAKARSA TBK                             ;S;15-Nov-23;17-Nov-23;2.000.000;IDR;N;              ;CBEST               ;INTP                ;BDMN2MAMS00101      ;DVP INTP                                                                                                      ;
352977;22MAMS;OS;MDKA    ;MERDEKA COPPER GOLD TBK                                     ;S;15-Nov-23;17-Nov-23;100.000.000;IDR;N;              ;CBEST               ;MDKA                ;BDMN2MAMS00101      ;DVP MDKA                                                                                                      ;
352963;22MAMS;OS;PTPP    ;PP (PERSERO) Tbk                                            ;P;15-Nov-23;17-Nov-23;222.000.000;IDR;N;              ;CBEST               ;PTPP                ;BDMN2MAMS00101      ;RVP PTPP                                                                                                      ;
352971;22PBF3;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;15-Nov-23;17-Nov-23;18.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2PBF300120      ;DVP CASA                                                                                                      ;
352959;22PBF3;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;15-Nov-23;17-Nov-23;100.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2PBF300120      ;RVP STAR                                                                                                      ;
352955;RD6EKP;OS;CARE    ;CARE                                                        ;P;15-Nov-23;17-Nov-23;45.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2QEKP00174      ;RVP CARE                                                                                                      ;
352956;RD6EKP;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;15-Nov-23;17-Nov-23;150.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2QEKP00174      ;RVP STAR                                                                                                      ;
352981;RDPR  ;OS;BBRI    ;BANK RAKYAT INDONESIA (PERSERO) Tbk                         ;S;15-Nov-23;17-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;BBRI                ;BDMN2RDPR00157      ;DVP BBRI                                                                                                      ;
353168;15ATTI;OS;APIC    ;PACIFIC STRATEGIC FINANCIAL Tbk                             ;P;16-Nov-23;20-Nov-23;18.000.000.000;IDR;N;              ;CBEST               ;APIC                ;BDMN2ATTI00109      ;RVP APIC                                                                                                      ;
353181;15ATTI;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;16-Nov-23;20-Nov-23;32.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2ATTI00109      ;DVP CASA                                                                                                      ;
353186;15BOSU;OS;GAMA    ;GADING DEVELOPMENT TBK                                      ;S;16-Nov-23;20-Nov-23;90.000.000.000;IDR;N;              ;CBEST               ;GAMA                ;BDMN2BOSU00130      ;DVP GAMA                                                                                                      ;
353154;15DAP2;OS;MEDC    ;MEDCO ENERGI INTERNATIONAL TbK                              ;P;16-Nov-23;20-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;MEDC                ;BDMN2DAP200151      ;RVP MEDC                                                                                                      ;
353171;21BNIS;OS;SILO    ;SILOAM INTERNATIONAL HOSPITALS Tbk                          ;S;16-Nov-23;20-Nov-23;3.573.000.000;IDR;N;              ;CBEST               ;SILO                ;BDMN2BNIS00161      ;DVP SILO                                                                                                      ;
353184;21CDOE;OS;ELSA    ;ELNUSA TBK                                                  ;P;16-Nov-23;20-Nov-23;1.807.000.000;IDR;N;              ;CBEST               ;ELSA                ;BDMN2CDOE00137      ;RVP ELSA                                                                                                      ;
353163;21CDOE;OS;PRDA    ;PRODIA WIDYAHUSADA Tbk PT                                   ;P;16-Nov-23;20-Nov-23;214.000.000;IDR;N;              ;CBEST               ;PRDA                ;BDMN2CDOE00137      ;RVP PRDA                                                                                                      ;
353159;21CDRC;OS;ASII    ;ASTRA INTERNATIONAL TBK                                     ;P;16-Nov-23;20-Nov-23;649.000.000;IDR;N;              ;CBEST               ;ASII                ;BDMN2CDRC00153      ;RVP ASII                                                                                                      ;
353160;21CDRC;OS;BDMN    ;BANK DANAMON INDONESIA TBK                                  ;P;16-Nov-23;20-Nov-23;326.000.000;IDR;N;              ;CBEST               ;BDMN                ;BDMN2CDRC00153      ;RVP BDMN                                                                                                      ;
353177;21CDRC;OS;DLTA    ;DELTA DJAKARTA TBK                                          ;S;16-Nov-23;20-Nov-23;454.000.000;IDR;N;              ;CBEST               ;DLTA                ;BDMN2CDRC00153      ;DVP DLTA                                                                                                      ;
353161;21CDRC;OS;ELSA    ;ELNUSA TBK                                                  ;P;16-Nov-23;20-Nov-23;6.105.000.000;IDR;N;              ;CBEST               ;ELSA                ;BDMN2CDRC00153      ;RVP ELSA                                                                                                      ;
353178;21CDRC;OS;HRUM    ;HARUM ENERGY                                                ;S;16-Nov-23;20-Nov-23;2.243.000.000;IDR;N;              ;CBEST               ;HRUM                ;BDMN2CDRC00153      ;DVP HRUM                                                                                                      ;
353185;21CDRC;OS;INKP    ;INDAH KIAT PULP & PAPER TBK                                 ;P;16-Nov-23;20-Nov-23;78.000.000;IDR;N;              ;CBEST               ;INKP                ;BDMN2CDRC00153      ;RVP INKP                                                                                                      ;
353162;21CDRC;OS;PRDA    ;PRODIA WIDYAHUSADA Tbk PT                                   ;P;16-Nov-23;20-Nov-23;211.000.000;IDR;N;              ;CBEST               ;PRDA                ;BDMN2CDRC00153      ;RVP PRDA                                                                                                      ;
353164;21CDRC;OS;TLKM    ;PT TELKOM INDONESIA (PERSERO) TBK                           ;P;16-Nov-23;20-Nov-23;315.000.000;IDR;N;              ;CBEST               ;TLKM                ;BDMN2CDRC00153      ;RVP TLKM                                                                                                      ;
353179;21CDRC;OS;ULTJ    ;ULTRA JAYA MILK TBK                                         ;S;16-Nov-23;20-Nov-23;1.440.000.000;IDR;N;              ;CBEST               ;ULTJ                ;BDMN2CDRC00153      ;DVP ULTJ                                                                                                      ;
353183;21CDSE;OS;ELSA    ;ELNUSA TBK                                                  ;P;16-Nov-23;20-Nov-23;2.602.000.000;IDR;N;              ;CBEST               ;ELSA                ;BDMN2CDSE00109      ;RVP ELSA                                                                                                      ;
353155;21PADE;OS;INCO    ;VALE INDONESIA TBK                                          ;P;16-Nov-23;20-Nov-23;220.000.000;IDR;N;              ;CBEST               ;INCO                ;BDMN2PADE00137      ;RVP INCO                                                                                                      ;
353188;21RSDE;OS;SATU    ;KOTA SATU PROPERTI                                          ;S;16-Nov-23;20-Nov-23;10.900.000.000;IDR;N;              ;CBEST               ;SATU                ;BDMN2RSDE00118      ;DVP SATU                                                                                                      ;
353187;21RSDE;OS;SRAJ    ;SEJAHTERARAYA ANUGRAHJAYA                                   ;S;16-Nov-23;20-Nov-23;16.348.000.000;IDR;N;              ;CBEST               ;SRAJ                ;BDMN2RSDE00118      ;DVP SRAJ                                                                                                      ;
353157;21SEDS;OS;BREN    ;BARITO RENEWABLES ENERGY Tbk                                ;P;16-Nov-23;20-Nov-23;100.000.000;IDR;N;              ;CBEST               ;BREN                ;BDMN2SEDS00187      ;RVP BREN                                                                                                      ;
353175;21SEDS;OS;MBMA    ;MERDEKA BATTERY MATERIALS Tbk                               ;S;16-Nov-23;20-Nov-23;1.500.000.000;IDR;N;              ;CBEST               ;MBMA                ;BDMN2SEDS00187      ;DVP MBMA                                                                                                      ;
353156;21SMUN;OS;BRPT    ;BARITO PACIFIC Tbk                                          ;P;16-Nov-23;20-Nov-23;1.176.000.000;IDR;N;              ;CBEST               ;BRPT                ;BDMN2SMUN00138      ;RVP BRPT                                                                                                      ;
353169;21SMUN;OS;EXCL    ;XL AXIATA Tbk                                               ;S;16-Nov-23;20-Nov-23;1.038.000.000;IDR;N;              ;CBEST               ;EXCL                ;BDMN2SMUN00138      ;DVP EXCL                                                                                                      ;
353174;21SMUN;OS;UNVR    ;UNILEVER INDONESIA TBK                                      ;S;16-Nov-23;20-Nov-23;171.000.000;IDR;N;              ;CBEST               ;UNVR                ;BDMN2SMUN00138      ;DVP UNVR                                                                                                      ;
353153;21VPEF;OS;UNVR    ;UNILEVER INDONESIA TBK                                      ;P;16-Nov-23;20-Nov-23;6.000.000.000;IDR;N;              ;CBEST               ;UNVR                ;BDMN2VPEF00146      ;RVP UNVR                                                                                                      ;
353173;22MAMS;OS;INCO    ;VALE INDONESIA TBK                                          ;S;16-Nov-23;20-Nov-23;143.000.000;IDR;N;              ;CBEST               ;INCO                ;BDMN2MAMS00101      ;DVP INCO                                                                                                      ;
353172;22MAMS;OS;PTPP    ;PP (PERSERO) Tbk                                            ;S;16-Nov-23;20-Nov-23;555.000.000;IDR;N;              ;CBEST               ;PTPP                ;BDMN2MAMS00101      ;DVP PTPP                                                                                                      ;
353167;22PBF3;OS;CARE    ;CARE                                                        ;P;16-Nov-23;20-Nov-23;25.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PBF300120      ;RVP CARE                                                                                                      ;
353180;22PBF3;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;16-Nov-23;20-Nov-23;8.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2PBF300120      ;DVP CASA                                                                                                      ;
353158;22SEDM;OS;BREN    ;BARITO RENEWABLES ENERGY Tbk                                ;P;16-Nov-23;20-Nov-23;50.000.000;IDR;N;              ;CBEST               ;BREN                ;BDMN2SEDM00104      ;RVP BREN                                                                                                      ;
353176;22SEDM;OS;MBMA    ;MERDEKA BATTERY MATERIALS Tbk                               ;S;16-Nov-23;20-Nov-23;6.000.000.000;IDR;N;              ;CBEST               ;MBMA                ;BDMN2SEDM00104      ;DVP MBMA                                                                                                      ;
353152;24CFIF;FI;BACA03SB;OBLIGASI SUBORDINASI BANK CAPITAL III TAHUN 2017            ;P;16-Nov-23;20-Nov-23;150.000.000.000.000;IDR;N;00186875000.00;CBEST               ;BACA03SB            ;BDMN2CMMF00186      ;RVP BACA 03SB                                                                                                 ;
353151;25CMMF;FI;BACA03SB;OBLIGASI SUBORDINASI BANK CAPITAL III TAHUN 2017            ;P;16-Nov-23;20-Nov-23;50.000.000.000.000;IDR;N;00062291667.00;CBEST               ;BACA03SB            ;BDMN2CMON00121      ;RVP BACA0SB                                                                                                   ;
353165;RD6EKP;OS;BACA    ;BANK CAPITAL INDONESIA TBK                                  ;P;16-Nov-23;20-Nov-23;150.000.000.000;IDR;N;              ;CBEST               ;BACA                ;BDMN2QEKP00174      ;RVP BACA                                                                                                      ;
353166;RD6EKP;OS;NIRO    ;NIRVANA DEVELOPMENT TBK                                     ;P;16-Nov-23;20-Nov-23;100.000.000.000;IDR;N;              ;CBEST               ;NIRO                ;BDMN2QEKP00174      ;RVP NIRO                                                                                                      ;
353182;RDPR  ;OS;JPFA    ;JAPFA TBK                                                   ;P;16-Nov-23;20-Nov-23;5.000.000.000;IDR;N;              ;CBEST               ;JPFA                ;BDMN2RDPR00157      ;RVP JPFA                                                                                                      ;
353170;RDPR  ;OS;MIKA    ;MITRA KELUARGA KARYASEHAT TBK                               ;S;16-Nov-23;20-Nov-23;1.661.000.000;IDR;N;              ;CBEST               ;MIKA                ;BDMN2RDPR00157      ;DVP MIKA                                                                                                      ;
353380;15CHAA;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;17-Nov-23;21-Nov-23;35.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2CHAA00128      ;DVP CASA                                                                                                      ;
353368;15CHAA;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;P;17-Nov-23;21-Nov-23;145.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2CHAA00128      ;RVP NATO                                                                                                      ;
353361;15DAP2;OS;MEDC    ;MEDCO ENERGI INTERNATIONAL TbK                              ;P;17-Nov-23;21-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;MEDC                ;BDMN2DAP200151      ;RVP MEDC                                                                                                      ;
353379;15HAGO;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;17-Nov-23;21-Nov-23;3.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2HAGO00144      ;DVP BOGA                                                                                                      ;
353367;15HAGO;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;P;17-Nov-23;21-Nov-23;23.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2HAGO00144      ;RVP NATO                                                                                                      ;
353375;15TAWI;OS;BMTR    ;BIMANTARA CITRA TBK                                         ;S;17-Nov-23;21-Nov-23;6.500.000.000;IDR;N;              ;CBEST               ;BMTR                ;BDMN2TAWI00163      ;DVP BMTR                                                                                                      ;
353362;21BNIS;OS;GGRM    ;GUDANG GARAM TBK                                            ;P;17-Nov-23;21-Nov-23;727.000.000;IDR;N;              ;CBEST               ;GGRM                ;BDMN2BNIS00161      ;RVP GGRM                                                                                                      ;
353376;21BNIS;OS;HRUM    ;HARUM ENERGY                                                ;S;17-Nov-23;21-Nov-23;16.088.000.000;IDR;N;              ;CBEST               ;HRUM                ;BDMN2BNIS00161      ;DVP HRUM                                                                                                      ;
353377;21BNIS;OS;SILO    ;SILOAM INTERNATIONAL HOSPITALS Tbk                          ;S;17-Nov-23;21-Nov-23;5.698.000.000;IDR;N;              ;CBEST               ;SILO                ;BDMN2BNIS00161      ;DVP SILO                                                                                                      ;
353381;21PEFF;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;17-Nov-23;21-Nov-23;7.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2PEFF00166      ;DVP BOGA                                                                                                      ;
353369;21PEFF;OS;CARE    ;CARE                                                        ;P;17-Nov-23;21-Nov-23;35.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PEFF00166      ;RVP CARE                                                                                                      ;
353382;21PEFF;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;17-Nov-23;21-Nov-23;15.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2PEFF00166      ;DVP CASA                                                                                                      ;
353370;21PEFF;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;P;17-Nov-23;21-Nov-23;70.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2PEFF00166      ;RVP NATO                                                                                                      ;
353373;21SEDS;OS;PNBN    ;BANK PAN INDONESIA TBK                                      ;P;17-Nov-23;21-Nov-23;3.400.000.000;IDR;N;              ;CBEST               ;PNBN                ;BDMN2SEDS00187      ;RVP PNBN                                                                                                      ;
353383;21SEDS;OS;TSPC    ;TEMPO SCAN PACIFIC Tbk                                      ;S;17-Nov-23;21-Nov-23;1.150.000.000;IDR;N;              ;CBEST               ;TSPC                ;BDMN2SEDS00187      ;DVP TSPC                                                                                                      ;
353384;21SEDS;OS;ULTJ    ;ULTRA JAYA MILK TBK                                         ;S;17-Nov-23;21-Nov-23;727.000.000;IDR;N;              ;CBEST               ;ULTJ                ;BDMN2SEDS00187      ;DVP ULTJ                                                                                                      ;
353364;22MAMS;OS;ASII    ;ASTRA INTERNATIONAL TBK                                     ;P;17-Nov-23;21-Nov-23;50.000.000;IDR;N;              ;CBEST               ;ASII                ;BDMN2MAMS00101      ;RVP ASII                                                                                                      ;
353365;22MAMS;OS;INTP    ;INDOCEMENT TUNGGAL PRAKARSA TBK                             ;P;17-Nov-23;21-Nov-23;30.000.000;IDR;N;              ;CBEST               ;INTP                ;BDMN2MAMS00101      ;RVP INTP                                                                                                      ;
353378;22MAMS;OS;SMGR    ;SEMEN INDONESIA (PERSERO) Tbk                               ;S;17-Nov-23;21-Nov-23;50.000.000;IDR;N;              ;CBEST               ;SMGR                ;BDMN2MAMS00101      ;DVP SMGR                                                                                                      ;
353366;22MAMS;OS;UNTR    ;UNITED TRACTORS TBK                                         ;P;17-Nov-23;21-Nov-23;10.000.000;IDR;N;              ;CBEST               ;UNTR                ;BDMN2MAMS00101      ;RVP UNTR                                                                                                      ;
353374;22SEDM;OS;PNBN    ;BANK PAN INDONESIA TBK                                      ;P;17-Nov-23;21-Nov-23;3.000.000.000;IDR;N;              ;CBEST               ;PNBN                ;BDMN2SEDM00104      ;RVP PNBN                                                                                                      ;
353363;22SMBK;OS;BRIS    ;BANK BRI SYARIAH TBK                                        ;P;17-Nov-23;21-Nov-23;1.206.000.000;IDR;N;              ;CBEST               ;BRIS                ;BDMN2SMBK00181      ;RVP BRIS                                                                                                      ;
353348;24SDOU;FI;FR0096  ;OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0096              ;S;17-Nov-23;21-Nov-23;100.000.000.000.000;IDR;N;00186410000.00;BI-SSSS             ;FR0096              ;BDMN2SDOU00191      ;SELL BONDS FR0096                                                                                             ;
353371;RD6EKP;OS;CARE    ;CARE                                                        ;P;17-Nov-23;21-Nov-23;95.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2QEKP00174      ;RVP CARE                                                                                                      ;
353372;RD6EKP;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;P;17-Nov-23;21-Nov-23;112.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2QEKP00174      ;RVP NATO                                                                                                      ;
353553;15CHAA;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;S;20-Nov-23;22-Nov-23;100.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2CHAA00128      ;DVP NATO                                                                                                      ;
353558;15CHAA;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;20-Nov-23;22-Nov-23;195.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2CHAA00128      ;RVP STAR                                                                                                      ;
353552;15HAGO;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;S;20-Nov-23;22-Nov-23;23.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2HAGO00144      ;DVP NATO                                                                                                      ;
353557;15HAGO;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;20-Nov-23;22-Nov-23;45.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2HAGO00144      ;RVP STAR                                                                                                      ;
353549;21BNIS;OS;BBCA    ;BANK CENTRAL ASIA TBK                                       ;S;20-Nov-23;22-Nov-23;5.429.000.000;IDR;N;              ;CBEST               ;BBCA                ;BDMN2BNIS00161      ;DVP BBCA                                                                                                      ;
353550;21BNIS;OS;BMRI    ;BANK MANDIRI (PERSERO) Tbk                                  ;S;20-Nov-23;22-Nov-23;4.646.000.000;IDR;N;              ;CBEST               ;BMRI                ;BDMN2BNIS00161      ;DVP BMRI                                                                                                      ;
353556;21BNIS;OS;EXCL    ;XL AXIATA Tbk                                               ;P;20-Nov-23;22-Nov-23;6.633.000.000;IDR;N;              ;CBEST               ;EXCL                ;BDMN2BNIS00161      ;RVP EXCL                                                                                                      ;
353561;21BNIS;OS;GGRM    ;GUDANG GARAM TBK                                            ;P;20-Nov-23;22-Nov-23;1.296.000.000;IDR;N;              ;CBEST               ;GGRM                ;BDMN2BNIS00161      ;RVP GGRM                                                                                                      ;
353562;21BNIS;OS;MYOR    ;MAYORA INDAH TBK                                            ;P;20-Nov-23;22-Nov-23;11.305.000.000;IDR;N;              ;CBEST               ;MYOR                ;BDMN2BNIS00161      ;RVP MYOR                                                                                                      ;
353548;21BNIS;OS;SILO    ;SILOAM INTERNATIONAL HOSPITALS Tbk                          ;S;20-Nov-23;22-Nov-23;1.378.000.000;IDR;N;              ;CBEST               ;SILO                ;BDMN2BNIS00161      ;DVP SILO                                                                                                      ;
353547;21CDSE;OS;BMTR    ;BIMANTARA CITRA TBK                                         ;S;20-Nov-23;22-Nov-23;12.755.000.000;IDR;N;              ;CBEST               ;BMTR                ;BDMN2CDSE00109      ;DVP BMTR                                                                                                      ;
353559;21PEFF;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;P;20-Nov-23;22-Nov-23;5.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2PEFF00166      ;RVP BOGA                                                                                                      ;
353554;21PEFF;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;S;20-Nov-23;22-Nov-23;45.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2PEFF00166      ;DVP NATO                                                                                                      ;
353560;21PEFF;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;20-Nov-23;22-Nov-23;35.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2PEFF00166      ;RVP STAR                                                                                                      ;
353551;22MAMS;OS;ASII    ;ASTRA INTERNATIONAL TBK                                     ;S;20-Nov-23;22-Nov-23;50.000.000;IDR;N;              ;CBEST               ;ASII                ;BDMN2MAMS00101      ;DVP ASII                                                                                                      ;
353565;24CFIF;FI;BCAP3BC2;OBL BKLJT III MNC KAPITAL IND THP II THN 2023 SERI B        ;P;20-Nov-23;21-Nov-23;20.000.000.000.000;IDR;N;00033750000.00;CBEST               ;BCAP03BCN2          ;BDMN2CMMF00186      ;RVP BCAP03BCN2                                                                                                ;
353566;24CFIF;FI;BMTR3CC1;OBLIGASI BKLJT III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI C;P;20-Nov-23;21-Nov-23;30.000.000.000.000;IDR;N;00042166667.00;CBEST               ;BMTR03CCN1          ;BDMN2CMMF00186      ;RVP BMTR03CCN1                                                                                                ;
353555;24VONS;FI;PBS036  ;SBSN Seri PBS036                                            ;S;20-Nov-23;22-Nov-23;10.000.000.000.000;IDR;N;00014460000.00;BI-SSSS             ;PBS036              ;BDMN2VONS00106      ;RVP PBS036                                                                                                    ;
353564;25CMMF;FI;BCAP3AC2;OBL BKLJT III MNC KAPITAL INDONESIA TAHAP II THN 2023 SR A  ;P;20-Nov-23;21-Nov-23;50.000.000.000.000;IDR;N;00080625000.00;CBEST               ;BCAP03ACN2          ;BDMN2CMON00121      ;RVP BCAP03ACN2                                                                                                ;
353563;RDPR  ;OS;BBCA    ;BANK CENTRAL ASIA TBK                                       ;P;20-Nov-23;22-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;BBCA                ;BDMN2RDPR00157      ;RVP BBCA                                                                                                      ;
353732;15DPCM;OS;CMMF    ;REKSA DANA CAPITAL MONEY MARKET FUND                        ;P;21-Nov-23;21-Nov-23;453.937.453;IDR;N;              ;THIRD PARTY         ;RD CAP. MONEY MARKET;                    ;RVP CMMF                                                                                                      ;
353733;15DPUM;OS;CMMF    ;REKSA DANA CAPITAL MONEY MARKET FUND                        ;P;21-Nov-23;21-Nov-23;157.617.171;IDR;N;              ;THIRD PARTY         ;RD CAP. MONEY MARKET;                    ;RVP CMMF                                                                                                      ;
